formulacao;manteiga_1;manteiga_2;oleo;perc_lipidio1;perc_lipidio2;perc_tensoativo;pdi;tamanho;translucida;PontoDeNuvem;Lipidio1;PontoFusao1;Perc_Ac_Palmitico1;Perc_Ac_Estearico1;Perc_Ac_Oleico1;Perc_Ac_Linoleico1;Perc_Ac_Vacenico1;Perc_Ac_Linolenico1;Perc_Ac_Caprilico1;Perc_Ac_Caprico1;Perc_Ac_Laurico1;Perc_Ac_Miristico1;Perc_Ac_Palmitoleico1;Perc_Ac_Beenico1;Perc_Ac_Valerico1;Perc_Ac_Araquidico1;Perc_Outros1;Perc_AG_Saturados1;Perc_AG_Insaturados1;Lipidio2;PontoFusao2;Perc_Ac_Palmitico2;Perc_Ac_Estearico2;Perc_Ac_Oleico2;Perc_Ac_Linoleico2;Perc_Ac_Vacenico2;Perc_Ac_Linolenico2;Perc_Ac_Caprilico2;Perc_Ac_Caprico2;Perc_Ac_Laurico2;Perc_Ac_Miristico2;Perc_Ac_Palmitoleico2;Perc_Ac_Beenico2;Perc_Ac_Valerico2;Perc_Ac_Araquidico2;Perc_Outros2;Perc_AG_Saturados2;Perc_AG_Insaturados2
8;Cacau;;Tucumã;33,35;16,65;50;0,26;257,266;0;1;Manteiga de cacau;35,5;38,32;33,54;24,67;1,84;0;0,1;0;0;0;0,13;0,72;0,05;0;NULL;0;72,66;27,33;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
9;Cacau;;Tucumã;16,65;25;58,35;0,232;286,1;0;1;Manteiga de cacau;35,5;38,32;33,54;24,67;1,84;0;0,1;0;0;0;0,13;0,72;0,05;0;NULL;0;72,66;27,33;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
10;Cacau;;Tucumã;33,35;50;16,65;0,275;512,8;0;0;Manteiga de cacau;35,5;38,32;33,54;24,67;1,84;0;0,1;0;0;0;0,13;0,72;0,05;0;NULL;0;72,66;27,33;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
11;Cacau;;Tucumã;33,35;33,35;33,3;0,273;86,41;1;1;Manteiga de cacau;35,5;38,32;33,54;24,67;1,84;0;0,1;0;0;0;0,13;0,72;0,05;0;NULL;0;72,66;27,33;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
1;Manga;;Pracaxi;25;25;50;0,285;651,56;0;1;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
2;Manga;;Pracaxi;16,65;50;33,35;1;838,9;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
3;Manga;;Pracaxi;50;16,65;33,35;0,565;1549,33;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
4;Manga;;Pracaxi;37,5;37,5;25;1;1065,73;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
5;Manga;;Pracaxi;25;50;25;0,167;958,2;0;1;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
6;Manga;;Pracaxi;25;16,65;58,35;0,511;719,73;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
7;Manga;;Pracaxi;50;25;25;0,128;2654;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
8;Manga;;Pracaxi;33,35;16,65;50;0,296;752,83;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
9;Manga;;Pracaxi;16,65;25;58,35;0,327;536,23;0;1;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
10;Manga;;Pracaxi;33,35;50;16,65;0,435;1430,66;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
11;Manga;;Pracaxi;33,35;33,35;33,3;0,42;1135,62;0;0;Manteiga de Manga;35,5;4,5;42;46;4,5;0;0;0;0;0;0;0;0;NULL;2,5;0;50,25;50,5;Óleo de Pracaxi;18,5;2,25;2,25;50;12,5;0;0;0;1,5;0;0;0;17;0;2;11;35;65
1;Ucuuba;;Andiroba;25;25;50;0,097;570,26;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
2;Ucuuba;;Andiroba;16,65;50;33,35;0,522;794,6;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
3;Ucuuba;;Andiroba;50;16,65;33,35;0,253;961,933;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
4;Ucuuba;;Andiroba;37,5;37,5;25;0,408;1236,66;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
5;Ucuuba;;Andiroba;25;50;25;0,954;655,366;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
6;Ucuuba;;Andiroba;25;16,65;58,35;0,112;393,7;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
7;Ucuuba;;Andiroba;50;25;25;0,433;1501,33;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
8;Ucuuba;;Andiroba;33,35;16,65;50;0,207;511,6;0;1;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
9;Ucuuba;;Andiroba;16,65;25;58,35;0,346;827,73;0;1;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
10;Ucuuba;;Andiroba;33,35;50;16,65;0,507;941,86;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
11;Ucuuba;;Andiroba;33,35;33,35;33,3;0,613;737,24;0;0;Manteiga de Ucuuba;53;8;0;0;0;0;0;0;0;18;74;0;0;0;NULL;0;100;0;Óleo de andiroba;22;28,5;9,5;51,5;10;0;0;0;0;0;0;0,8;0;NULL;NULL;NULL;40;60
1;Cupuaçu;;Tucumã;25;25;50;0,2883;164,6;0;1;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
2;Cupuaçu;;Tucumã;16,65;50;33,35;0,2883;164,6;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
3;Cupuaçu;;Tucumã;50;16,65;33,35;0,2691;119,6;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
4;Cupuaçu;;Tucumã;37,5;37,5;25;0,2374;140,2;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
5;Cupuaçu;;Tucumã;25;50;25;0,2571;260,9;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
6;Cupuaçu;;Tucumã;25;16,65;58,35;0,1453;214,6;0;1;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
7;Cupuaçu;;Tucumã;50;25;25;0,4184;165,9;0;1;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
9;Cupuaçu;;Tucumã;16,65;25;58,35;0,2033;264,4;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
10;Cupuaçu;;Tucumã;33,35;50;16,65;0,374;131,9;0;0;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
11;Cupuaçu;;Tucumã;33,35;33,35;33,3;0,1768;71,53;0;1;Manteiga de cupuaçu;27;9,5;31,5;42,5;5;0;0;0;0;0;0;0;1,5;0;NULL;3;55;45;Óleo de Tucumã;20;25,5;2,5;64;2;1,5;3;0;0;0;0;0;0;0;NULL;0;27;73
1;Bacuri;;Açaí;25;25;50;0,163;737,26;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
2;Bacuri;;Açaí;16,65;50;33,35;0,178;67,97;1;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
3;Bacuri;;Açaí;50;16,65;33,35;1;590,23;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
4;Bacuri;;Açaí;37,5;37,5;25;0,691;503,86;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
5;Bacuri;;Açaí;25;50;25;0,183;222,93;0;1;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
6;Bacuri;;Açaí;25;16,65;58,35;0,689;495,96;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
7;Bacuri;;Açaí;50;25;25;1;537,2;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
8;Bacuri;;Açaí;33,35;16,65;50;0,708;856,5;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
9;Bacuri;;Açaí;16,65;25;58,35;0,187;276,13;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
10;Bacuri;;Açaí;33,35;50;16,65;0,8506;476,54;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
11;Bacuri;;Açaí;33,35;33,35;33,3;661,76;0,622733333;0;0;Manteiga de Bacuri;35;71;0;24,5;0;0;0;0;0;0;0;5;0;0;0;0;75;25;Óleo de Açaí;4;22,5;3,75;50;16;3,75;0;0;0;0;0;4;0;0;NULL;0;28;72
